seq_no,piece,PC,resolveDir
579021,0,4322880,0,
579027,0,4316940,1,
579052,0,4245060,0,
579079,0,4316896,0,
578482,0,3919452,0,
578569,0,4241120,0,
578515,0,3919692,1,
578871,0,4258440,0,
579095,0,4316976,0,
579100,0,4316992,0,
579104,0,4317004,1,
579110,0,4317032,0,
578573,0,4241136,0,
578592,0,4241316,0,
578855,0,4254004,0,
578906,0,4254004,0,
579129,0,4252976,1,
579183,0,3919912,1,
578931,0,4277824,1,
579148,0,4316940,1,
579130,0,4252984,1,
579167,0,4245076,1,
579186,0,3920844,0,
579138,0,4253132,1,
579192,0,3920956,1,
579194,0,3920968,0,
579228,0,3909720,0,
579217,0,4316164,1,
579230,0,3909728,0,
579242,0,3909776,1,
579244,0,3909876,0,
579267,0,4316164,1,
579241,0,3909772,0,
579248,0,3909892,1,
579247,0,3909888,0,
579296,0,4316164,1,
579283,0,3711692,0,
579285,0,3711700,1,
579313,0,3896788,1,
579318,0,3896844,0,
579344,0,4316164,1,
579406,0,4316164,1,
579321,0,3896856,1,
579331,0,3897104,1,
579329,0,3897056,1,
579437,0,3899576,1,
579441,0,3899696,0,
579462,0,4316164,1,
579360,0,3909428,0,
579376,0,3909492,0,
579394,0,3909668,0,
579367,0,3909456,0,
579451,0,3899736,1,
579570,0,3395752,0,
579383,0,3909520,1,
579575,0,3395804,1,
579592,0,3395884,1,
579531,0,3925036,1,
579504,0,3923128,0,
579508,0,3923236,0,
579574,0,3395800,0,
579606,0,3399620,0,
579645,0,3401124,1,
579516,0,3924180,1,
579636,0,3400280,0,
579557,0,3395696,0,
579586,0,3395860,0,
579608,0,3399628,0,
579603,0,3399316,1,
579677,0,3923212,1,
579580,0,3395836,0,
579601,0,3399268,1,
579680,0,3923236,0,
579599,0,3396188,1,
579611,0,3399640,1,
579563,0,3395716,1,
579573,0,3395764,1,
579646,0,3401272,1,
579624,0,3399916,0,
579753,0,3924692,0,
579623,0,3399912,0,
579639,0,3400292,1,
579666,0,3923172,0,
579631,0,3399944,1,
579644,0,3401120,0,
579761,0,3925268,0,
579762,0,3925272,0,
579764,0,3925280,1,
579759,0,3925160,1,
579810,0,3926220,1,
579668,0,3923180,0,
579672,0,3923196,0,
579740,0,3924360,0,
579697,0,3902260,1,
579709,0,3902668,1,
579746,0,3924384,1,
579750,0,3924680,0,
579719,0,3923672,0,
579721,0,3923524,1,
579708,0,3902316,1,
579788,0,3289208,1,
579824,0,3926492,1,
579850,0,4316164,1,
579724,0,3923592,1,
579728,0,3923644,1,
579787,0,3289204,0,
579814,0,3926284,0,
579798,0,3289372,1,
579879,0,3919076,1,
579875,0,3918932,1,
579811,0,3926272,0,
579792,0,3289348,0,
579796,0,3289364,0,
578921,0,4258400,1,
579904,0,3919520,1,
579911,0,3919616,1,
579891,0,3919428,1,
579928,0,3919736,1,
579902,0,3919512,0,
579913,0,3919572,1,
579923,0,3919584,1,
579920,0,3919648,1,
579989,0,4241160,0,
579975,0,4240544,0,
580063,0,4242184,1,
579992,0,4241172,1,
580046,0,4241896,0,
580053,0,4241924,0,
580009,0,4241344,0,
580061,0,4242100,1,
580099,0,4242452,0,
580039,0,4241456,1,
580089,0,4242368,1,
580092,0,4242424,0,
580104,0,4243296,0,
580118,0,4243344,1,
580145,0,4253228,1,
580192,0,4253616,1,
580238,0,4253860,0,
580168,0,4253352,1,
580269,0,4254024,0,
580289,0,4253860,0,
580320,0,4254024,0,
580334,0,4269236,1,
580335,0,4269360,1,
580344,0,4278320,1,
580343,0,4277992,1,
580361,0,4243404,1,
580363,0,4243628,1,
580385,0,4316864,0,
580366,0,4243648,0,
580393,0,4316896,0,
580428,0,4322868,0,
580409,0,4316976,0,
580414,0,4316992,1,
580420,0,4317032,0,
580481,0,4316864,0,
580458,0,4243672,1,
580431,0,4322880,0,
580437,0,4316940,1,
580462,0,4245060,0,
580489,0,4316896,0,
580505,0,4316976,0,
580510,0,4316992,0,
580514,0,4317004,1,
580520,0,4317032,0,
580539,0,4252976,1,
580593,0,3919912,1,
580540,0,4252984,1,
580577,0,4245076,1,
580558,0,4316940,1,
580596,0,3920844,0,
580604,0,3920968,0,
580548,0,4253132,1,
580602,0,3920956,1,
580627,0,4316164,1,
580638,0,3909720,0,
580640,0,3909728,0,
580652,0,3909776,1,
580654,0,3909876,0,
580677,0,4316164,1,
580651,0,3909772,0,
580658,0,3909892,1,
580657,0,3909888,0,
580706,0,4316164,1,
580693,0,3711692,0,
580695,0,3711700,1,
580723,0,3896788,1,
580728,0,3896844,0,
580754,0,4316164,1,
580816,0,4316164,1,
580731,0,3896856,1,
580741,0,3897104,1,
580739,0,3897056,1,
580847,0,3899576,1,
580851,0,3899696,0,
580872,0,4316164,1,
580770,0,3909428,0,
580786,0,3909492,0,
580804,0,3909668,0,
580777,0,3909456,0,
580793,0,3909520,1,
580861,0,3899736,1,
579898,0,3919496,0,
579970,0,4240524,0,
579892,0,3919452,0,
579979,0,4241120,0,
580281,0,4258440,0,
580341,0,4277824,1,
580914,0,3923128,0,
580918,0,3923236,0,
579925,0,3919692,1,
579983,0,4241136,0,
580002,0,4241316,0,
580265,0,4254004,0,
580316,0,4254004,0,
580331,0,4258400,1,
580941,0,3925036,1,
580980,0,3395752,0,
580985,0,3395804,1,
581002,0,3395884,1,
580926,0,3924180,1,
580967,0,3395696,0,
580984,0,3395800,0,
581016,0,3399620,0,
580996,0,3395860,0,
581018,0,3399628,0,
581011,0,3399268,1,
581013,0,3399316,1,
581055,0,3401124,1,
581009,0,3396188,1,
581046,0,3400280,0,
580973,0,3395716,1,
580990,0,3395836,0,
580983,0,3395764,1,
581021,0,3399640,1,
581034,0,3399916,0,
581056,0,3401272,1,
581087,0,3923212,1,
581033,0,3399912,0,
581090,0,3923236,0,
581049,0,3400292,1,
581076,0,3923172,0,
581041,0,3399944,1,
581163,0,3924692,0,
581054,0,3401120,0,
581078,0,3923180,0,
581082,0,3923196,0,
581107,0,3902260,1,
581119,0,3902668,1,
581129,0,3923672,0,
581131,0,3923524,1,
581220,0,3926220,1,
581171,0,3925268,0,
581172,0,3925272,0,
581174,0,3925280,1,
581118,0,3902316,1,
581150,0,3924360,0,
581169,0,3925160,1,
581134,0,3923592,1,
581138,0,3923644,1,
581197,0,3289204,0,
581224,0,3926284,0,
581156,0,3924384,1,
581160,0,3924680,0,
581208,0,3289372,1,
581234,0,3926492,1,
581198,0,3289208,1,
581260,0,4316164,1,
581202,0,3289348,0,
581221,0,3926272,0,
581314,0,3919520,1,
581206,0,3289364,0,
581289,0,3919076,1,
581321,0,3919616,1,
581285,0,3918932,1,
581338,0,3919736,1,
581399,0,4241160,0,
581301,0,3919428,1,
581312,0,3919512,0,
581323,0,3919572,1,
581333,0,3919584,1,
581330,0,3919648,1,
581385,0,4240544,0,
581473,0,4242184,1,
581402,0,4241172,1,
581456,0,4241896,0,
581463,0,4241924,0,
581419,0,4241344,0,
581471,0,4242100,1,
581509,0,4242452,0,
581449,0,4241456,1,
581499,0,4242368,1,
581502,0,4242424,0,
581514,0,4243296,0,
581528,0,4243344,1,
581555,0,4253228,1,
581602,0,4253616,1,
581648,0,4253860,0,
581578,0,4253352,1,
581679,0,4254024,0,
581699,0,4253860,0,
581730,0,4254024,0,
581744,0,4269236,1,
581745,0,4269360,1,
581754,0,4278320,1,
581753,0,4277992,1,
581771,0,4243404,1,
581773,0,4243628,1,
581795,0,4316864,0,
581776,0,4243648,0,
581803,0,4316896,0,
581838,0,4322868,0,
581819,0,4316976,0,
581824,0,4316992,1,
581830,0,4317032,0,
581891,0,4316864,0,
581868,0,4243672,1,
581841,0,4322880,0,
581847,0,4316940,1,
581872,0,4245060,0,
581899,0,4316896,0,
581915,0,4316976,0,
581920,0,4316992,0,
581924,0,4317004,1,
581930,0,4317032,0,
581949,0,4252976,1,
582003,0,3919912,1,
581950,0,4252984,1,
581987,0,4245076,1,
581968,0,4316940,1,
582006,0,3920844,0,
582014,0,3920968,0,
581958,0,4253132,1,
582012,0,3920956,1,
582037,0,4316164,1,
582048,0,3909720,0,
582050,0,3909728,0,
582062,0,3909776,1,
582064,0,3909876,0,
582087,0,4316164,1,
582061,0,3909772,0,
582068,0,3909892,1,
582067,0,3909888,0,
582116,0,4316164,1,
582103,0,3711692,0,
582105,0,3711700,1,
582133,0,3896788,1,
582138,0,3896844,0,
582164,0,4316164,1,
582226,0,4316164,1,
582141,0,3896856,1,
582151,0,3897104,1,
582149,0,3897056,1,
582257,0,3899576,1,
582261,0,3899696,0,
582282,0,4316164,1,
582180,0,3909428,0,
582196,0,3909492,0,
582214,0,3909668,0,
582187,0,3909456,0,
582203,0,3909520,1,
582271,0,3899736,1,
581308,0,3919496,0,
581380,0,4240524,0,
581302,0,3919452,0,
581389,0,4241120,0,
581335,0,3919692,1,
581691,0,4258440,0,
581393,0,4241136,0,
581412,0,4241316,0,
581675,0,4254004,0,
581726,0,4254004,0,
581751,0,4277824,1,
582324,0,3923128,0,
581741,0,4258400,1,
582328,0,3923236,0,
582351,0,3925036,1,
582390,0,3395752,0,
582395,0,3395804,1,
582412,0,3395884,1,
582336,0,3924180,1,
582377,0,3395696,0,
582394,0,3395800,0,
582426,0,3399620,0,
582406,0,3395860,0,
582428,0,3399628,0,
582421,0,3399268,1,
582423,0,3399316,1,
582465,0,3401124,1,
582419,0,3396188,1,
582456,0,3400280,0,
582383,0,3395716,1,
582400,0,3395836,0,
582393,0,3395764,1,
582431,0,3399640,1,
582444,0,3399916,0,
582466,0,3401272,1,
582497,0,3923212,1,
582443,0,3399912,0,
582500,0,3923236,0,
582459,0,3400292,1,
582486,0,3923172,0,
582451,0,3399944,1,
582573,0,3924692,0,
582464,0,3401120,0,
582488,0,3923180,0,
582492,0,3923196,0,
582517,0,3902260,1,
582529,0,3902668,1,
582539,0,3923672,0,
582541,0,3923524,1,
582630,0,3926220,1,
582581,0,3925268,0,
582582,0,3925272,0,
582584,0,3925280,1,
582528,0,3902316,1,
582560,0,3924360,0,
582579,0,3925160,1,
582544,0,3923592,1,
582548,0,3923644,1,
582607,0,3289204,0,
582634,0,3926284,0,
582566,0,3924384,1,
582570,0,3924680,0,
582618,0,3289372,1,
582644,0,3926492,1,
582608,0,3289208,1,
582670,0,4316164,1,
582612,0,3289348,0,
582631,0,3926272,0,
582724,0,3919520,1,
582616,0,3289364,0,
582699,0,3919076,1,
582731,0,3919616,1,
582695,0,3918932,1,
582748,0,3919736,1,
582809,0,4241160,0,
582718,0,3919496,0,
582711,0,3919428,1,
582722,0,3919512,0,
582733,0,3919572,1,
582743,0,3919584,1,
582712,0,3919452,0,
582790,0,4240524,0,
582740,0,3919648,1,
582795,0,4240544,0,
582799,0,4241120,0,
582883,0,4242184,1,
582812,0,4241172,1,
582866,0,4241896,0,
582873,0,4241924,0,
582829,0,4241344,0,
582881,0,4242100,1,
582919,0,4242452,0,
582859,0,4241456,1,
582909,0,4242368,1,
582912,0,4242424,0,
582924,0,4243296,0,
582938,0,4243344,1,
582965,0,4253228,1,
583012,0,4253616,1,
583058,0,4253860,0,
582988,0,4253352,1,
583089,0,4254024,0,
583101,0,4258440,0,
583109,0,4253860,0,
583140,0,4254024,0,
583154,0,4269236,1,
583155,0,4269360,1,
583164,0,4278320,1,
583163,0,4277992,1,
583181,0,4243404,1,
583161,0,4277824,1,
583183,0,4243628,1,
583205,0,4316864,0,
583186,0,4243648,0,
583213,0,4316896,0,
583248,0,4322868,0,
583229,0,4316976,0,
583234,0,4316992,1,
583240,0,4317032,0,
583301,0,4316864,0,
583278,0,4243672,1,
583251,0,4322880,0,
583257,0,4316940,1,
583282,0,4245060,0,
583309,0,4316896,0,
583325,0,4316976,0,
583330,0,4316992,0,
583334,0,4317004,1,
583340,0,4317032,0,
583359,0,4252976,1,
583413,0,3919912,1,
583360,0,4252984,1,
583397,0,4245076,1,
583378,0,4316940,1,
583416,0,3920844,0,
582745,0,3919692,1,
583424,0,3920968,0,
583368,0,4253132,1,
582803,0,4241136,0,
583422,0,3920956,1,
582822,0,4241316,0,
583085,0,4254004,0,
583136,0,4254004,0,
583447,0,4316164,1,
583458,0,3909720,0,
583460,0,3909728,0,
583472,0,3909776,1,
583474,0,3909876,0,
583497,0,4316164,1,
583471,0,3909772,0,
583478,0,3909892,1,
583477,0,3909888,0,
583526,0,4316164,1,
583513,0,3711692,0,
583515,0,3711700,1,
583543,0,3896788,1,
583151,0,4258400,1,
583548,0,3896844,0,
583574,0,4316164,1,
583636,0,4316164,1,
583551,0,3896856,1,
583561,0,3897104,1,
583559,0,3897056,1,
583667,0,3899576,1,
583671,0,3899696,0,
583692,0,4316164,1,
583590,0,3909428,0,
583606,0,3909492,0,
583624,0,3909668,0,
583597,0,3909456,0,
583613,0,3909520,1,
583681,0,3899736,1,
583800,0,3395752,0,
583805,0,3395804,1,
583761,0,3925036,1,
583822,0,3395884,1,
583734,0,3923128,0,
583738,0,3923236,0,
583804,0,3395800,0,
583836,0,3399620,0,
583746,0,3924180,1,
583875,0,3401124,1,
583787,0,3395696,0,
583866,0,3400280,0,
583816,0,3395860,0,
583838,0,3399628,0,
583833,0,3399316,1,
583810,0,3395836,0,
583831,0,3399268,1,
583829,0,3396188,1,
583841,0,3399640,1,
583907,0,3923212,1,
583793,0,3395716,1,
583803,0,3395764,1,
583876,0,3401272,1,
583910,0,3923236,0,
583854,0,3399916,0,
583853,0,3399912,0,
583983,0,3924692,0,
583869,0,3400292,1,
583896,0,3923172,0,
583861,0,3399944,1,
583874,0,3401120,0,
583898,0,3923180,0,
584040,0,3926220,1,
583902,0,3923196,0,
583991,0,3925268,0,
583992,0,3925272,0,
583994,0,3925280,1,
583970,0,3924360,0,
583989,0,3925160,1,
583927,0,3902260,1,
583939,0,3902668,1,
583949,0,3923672,0,
583951,0,3923524,1,
583938,0,3902316,1,
583976,0,3924384,1,
583980,0,3924680,0,
584054,0,3926492,1,
583954,0,3923592,1,
584018,0,3289208,1,
584080,0,4316164,1,
583958,0,3923644,1,
584017,0,3289204,0,
584044,0,3926284,0,
584028,0,3289372,1,
584041,0,3926272,0,
584134,0,3919520,1,
584109,0,3919076,1,
584141,0,3919616,1,
584105,0,3918932,1,
584158,0,3919736,1,
584022,0,3289348,0,
584026,0,3289364,0,
584219,0,4241160,0,
584121,0,3919428,1,
584132,0,3919512,0,
584143,0,3919572,1,
584153,0,3919584,1,
584128,0,3919496,0,
584200,0,4240524,0,
584150,0,3919648,1,
584205,0,4240544,0,
584293,0,4242184,1,
584122,0,3919452,0,
584222,0,4241172,1,
584209,0,4241120,0,
584276,0,4241896,0,
584155,0,3919692,1,
584283,0,4241924,0,
584239,0,4241344,0,
584291,0,4242100,1,
584213,0,4241136,0,
584232,0,4241316,0,
584329,0,4242452,0,
584269,0,4241456,1,
584319,0,4242368,1,
584322,0,4242424,0,
584334,0,4243296,0,
584348,0,4243344,1,
584375,0,4253228,1,
584468,0,4253860,0,
584422,0,4253616,1,
584398,0,4253352,1,
584499,0,4254024,0,
584519,0,4253860,0,
584495,0,4254004,0,
584511,0,4258440,0,
584550,0,4254024,0,
584546,0,4254004,0,
584561,0,4258400,1,
584564,0,4269236,1,
584565,0,4269360,1,
584574,0,4278320,1,
584573,0,4277992,1,
584591,0,4243404,1,
584571,0,4277824,1,
584593,0,4243628,1,
584615,0,4316864,0,
584596,0,4243648,0,
584623,0,4316896,0,
584658,0,4322868,0,
584639,0,4316976,0,
584644,0,4316992,1,
584650,0,4317032,0,
584711,0,4316864,0,
584667,0,4316940,1,
584688,0,4243672,1,
584692,0,4245060,0,
584719,0,4316896,0,
584661,0,4322880,0,
584735,0,4316976,0,
584740,0,4316992,0,
584744,0,4317004,1,
584750,0,4317032,0,
584823,0,3919912,1,
584788,0,4316940,1,
584807,0,4245076,1,
584769,0,4252976,1,
584770,0,4252984,1,
584826,0,3920844,0,
584834,0,3920968,0,
584832,0,3920956,1,
584778,0,4253132,1,
584857,0,4316164,1,
584868,0,3909720,0,
584870,0,3909728,0,
584882,0,3909776,1,
584884,0,3909876,0,
584907,0,4316164,1,
584881,0,3909772,0,
584888,0,3909892,1,
584887,0,3909888,0,
584936,0,4316164,1,
584923,0,3711692,0,
584925,0,3711700,1,
584953,0,3896788,1,
584958,0,3896844,0,
584984,0,4316164,1,
585046,0,4316164,1,
584961,0,3896856,1,
584971,0,3897104,1,
584969,0,3897056,1,
585077,0,3899576,1,
585081,0,3899696,0,
585102,0,4316164,1,
585000,0,3909428,0,
585016,0,3909492,0,
585034,0,3909668,0,
585007,0,3909456,0,
585023,0,3909520,1,
585091,0,3899736,1,
585210,0,3395752,0,
585215,0,3395804,1,
585171,0,3925036,1,
585232,0,3395884,1,
585144,0,3923128,0,
585148,0,3923236,0,
585214,0,3395800,0,
585246,0,3399620,0,
585156,0,3924180,1,
585285,0,3401124,1,
585197,0,3395696,0,
585276,0,3400280,0,
585226,0,3395860,0,
585248,0,3399628,0,
585243,0,3399316,1,
585220,0,3395836,0,
585241,0,3399268,1,
585239,0,3396188,1,
585251,0,3399640,1,
585317,0,3923212,1,
585203,0,3395716,1,
585213,0,3395764,1,
585286,0,3401272,1,
585320,0,3923236,0,
585264,0,3399916,0,
585263,0,3399912,0,
585393,0,3924692,0,
585279,0,3400292,1,
585306,0,3923172,0,
585271,0,3399944,1,
585284,0,3401120,0,
585308,0,3923180,0,
585450,0,3926220,1,
585312,0,3923196,0,
585401,0,3925268,0,
585402,0,3925272,0,
585404,0,3925280,1,
585380,0,3924360,0,
585399,0,3925160,1,
585337,0,3902260,1,
585349,0,3902668,1,
585359,0,3923672,0,
585361,0,3923524,1,
585348,0,3902316,1,
585386,0,3924384,1,
585390,0,3924680,0,
585464,0,3926492,1,
585364,0,3923592,1,
585428,0,3289208,1,
585490,0,4316164,1,
585368,0,3923644,1,
585427,0,3289204,0,
585454,0,3926284,0,
585438,0,3289372,1,
585451,0,3926272,0,
585544,0,3919520,1,
585519,0,3919076,1,
585551,0,3919616,1,
585515,0,3918932,1,
585568,0,3919736,1,
585432,0,3289348,0,
585436,0,3289364,0,
585629,0,4241160,0,
585531,0,3919428,1,
585542,0,3919512,0,
585553,0,3919572,1,
585563,0,3919584,1,
585538,0,3919496,0,
585610,0,4240524,0,
585560,0,3919648,1,
585615,0,4240544,0,
585703,0,4242184,1,
585532,0,3919452,0,
585632,0,4241172,1,
585619,0,4241120,0,
585686,0,4241896,0,
585565,0,3919692,1,
585693,0,4241924,0,
585649,0,4241344,0,
585701,0,4242100,1,
585623,0,4241136,0,
585642,0,4241316,0,
585739,0,4242452,0,
585679,0,4241456,1,
585729,0,4242368,1,
585732,0,4242424,0,
585744,0,4243296,0,
585758,0,4243344,1,
585785,0,4253228,1,
585878,0,4253860,0,
585832,0,4253616,1,
585808,0,4253352,1,
585909,0,4254024,0,
585929,0,4253860,0,
585905,0,4254004,0,
585921,0,4258440,0,
585960,0,4254024,0,
585956,0,4254004,0,
585971,0,4258400,0,
585974,0,4258412,0,
585982,0,4253860,0,
586021,0,4257392,0,
586028,0,4257420,0,
586013,0,4254024,0,
586042,0,4278320,0,
586009,0,4254004,0,
586041,0,4277992,1,
586025,0,4257408,0,
586032,0,4278384,1,
586038,0,4278472,0,
586066,0,4243420,1,
586068,0,4243448,1,
586090,0,4316864,0,
586062,0,4243404,0,
586072,0,4243468,0,
586098,0,4316896,0,
586133,0,4322868,0,
586114,0,4316976,0,
586119,0,4316992,1,
586125,0,4317032,0,
586142,0,4316940,0,
586136,0,4322880,0,
586225,0,4243836,0,
586246,0,4252108,1,
586151,0,4316976,0,
586156,0,4316992,0,
586160,0,4317004,1,
586166,0,4317032,0,
586204,0,4316940,1,
586224,0,4243484,1,
586324,0,4338080,1,
586250,0,4252244,1,
586185,0,4252976,1,
586186,0,4252984,1,
586261,0,4252336,0,
586253,0,4252304,0,
586194,0,4253132,1,
586301,0,4337992,0,
586273,0,4252384,0,
586278,0,4252404,0,
586298,0,4337980,0,
586304,0,4338004,0,
586269,0,4252368,0,
586372,0,4410468,0,
586258,0,4252324,0,
586330,0,4338132,0,
586337,0,4338364,1,
586311,0,4338028,0,
586328,0,4338124,0,
586339,0,4338416,1,
586336,0,4338156,1,
586356,0,4252424,1,
586378,0,4410492,1,
586380,0,4410664,1,
586385,0,4410700,1,
586383,0,4410680,1,
586449,0,3919912,0,
586315,0,4338044,0,
586388,0,4410780,0,
586464,0,3919968,1,
586468,0,3920048,1,
586461,0,3919956,0,
586476,0,3921044,1,
586467,0,3920044,0,
586471,0,3920320,1,
586500,0,4316164,1,
586511,0,3909720,0,
586513,0,3909728,0,
586525,0,3909776,1,
586527,0,3909876,0,
586547,0,4316164,1,
586524,0,3909772,0,
586531,0,3909892,0,
586530,0,3909888,0,
586535,0,3909908,1,
586607,0,3840524,0,
586609,0,3840532,1,
586629,0,3845184,1,
586633,0,3845244,1,
586694,0,4316976,0,
586699,0,4316992,0,
586703,0,4317004,1,
586709,0,4317032,0,
586749,0,4316164,1,
586646,0,3845380,1,
586652,0,3845420,0,
586670,0,4316864,0,
586678,0,4316896,0,
586720,0,4316940,1,
586785,0,3896612,1,
586796,0,4316164,1,
586818,0,3896844,0,
586844,0,4316164,1,
586906,0,4316164,1,
586813,0,3896788,1,
586821,0,3896856,1,
586831,0,3897104,1,
586829,0,3897056,1,
586942,0,3896612,1,
586953,0,4316164,1,
586860,0,3909428,0,
586876,0,3909492,0,
586894,0,3909668,0,
586867,0,3909456,0,
586883,0,3909520,1,
587082,0,3395804,1,
587022,0,3925036,0,
587029,0,3925244,0,
587030,0,3925248,0,
587032,0,3925256,1,
586995,0,3923128,0,
587027,0,3925056,1,
586999,0,3923236,0,
587077,0,3395752,0,
587099,0,3395884,1,
587081,0,3395800,0,
587113,0,3399620,0,
587007,0,3924180,1,
587064,0,3395696,0,
587143,0,3400280,1,
587093,0,3395860,0,
587115,0,3399628,0,
587110,0,3399316,1,
587087,0,3395836,0,
587108,0,3399268,1,
587106,0,3396188,1,
587118,0,3399640,1,
587172,0,3925752,1,
587070,0,3395716,1,
587080,0,3395764,1,
587149,0,3401272,1,
587131,0,3399916,0,
587180,0,3925908,1,
587189,0,3926492,1,
587130,0,3399912,0,
587215,0,4316164,1,
587175,0,3925888,0,
587138,0,3399944,1,
587259,0,3913280,1,
587262,0,3913492,0,
587264,0,3913500,1,
587148,0,3400948,1,
587239,0,3912976,1,
587266,0,3913748,0,
587268,0,3913756,0,
587270,0,3913764,1,
587322,0,4385636,1,
587352,0,4316164,1,
587294,0,4385412,1,
587313,0,4385532,1,
587297,0,4385440,0,
587249,0,3913152,1,
587251,0,3913172,1,
587330,0,3913908,0,
587367,0,3896428,1,
587381,0,4316164,1,
587254,0,3913216,1,
587276,0,3913880,0,
587256,0,3913268,0,
587397,0,3745016,0,
587416,0,3745116,1,
587423,0,3745228,1,
587422,0,3745172,1,
587415,0,3745088,1,
587469,0,4385636,1,
587441,0,4385412,1,
587460,0,4385532,1,
587492,0,4316164,1,
587444,0,4385440,0,
587477,0,3745288,1,
587508,0,3901968,1,
587518,0,3902036,0,
587542,0,3902132,1,
587556,0,4316164,1,
587528,0,3902076,0,
587546,0,3902188,1,
587522,0,3902052,0,
587585,0,3898068,1,
587586,0,3898156,1,
587593,0,3899124,0,
587611,0,4341396,0,
587591,0,3898996,1,
587618,0,4341420,0,
587623,0,4341440,1,
587658,0,4343840,1,
587653,0,4343808,1,
587645,0,4341600,1,
587649,0,4342052,0,
587652,0,4342064,1,
587667,0,4343888,1,
587681,0,3899148,1,
587630,0,4341480,0,
587633,0,4341492,0,
587700,0,4316164,1,
587736,0,3896612,1,
587747,0,4316164,1,
587776,0,4316164,1,
587802,0,3902036,0,
587819,0,4316164,1,
587809,0,3902188,1,
587806,0,3902052,1,
587848,0,3898068,1,
587762,0,3896428,1,
587849,0,3898156,1,
587792,0,3901968,1,
587856,0,3899124,0,
587874,0,4341396,0,
587854,0,3898996,1,
587881,0,4341420,0,
587886,0,4341440,1,
587921,0,4343840,1,
587908,0,4341600,1,
587916,0,4343808,1,
587930,0,4343888,1,
587893,0,4341480,0,
587896,0,4341492,0,
587912,0,4342052,0,
587915,0,4342064,1,
587944,0,3899148,1,
587963,0,4316164,1,
587999,0,3896612,1,
588010,0,4316164,1,
588038,0,3844476,1,
588061,0,3844612,1,
588067,0,3844684,1,
588031,0,3844308,1,
588126,0,4316164,1,
588079,0,3844776,0,
588143,0,3896788,1,
588148,0,3896844,0,
588174,0,4316164,1,
588190,0,3901968,1,
588151,0,3896856,1,
588161,0,3897104,1,
588159,0,3897056,1,
588200,0,3902036,1,
588210,0,4316164,1,
588237,0,3746296,1,
588259,0,4316164,1,
588232,0,3746240,1,
588311,0,4316164,1,
588231,0,3746212,1,
588299,0,3897876,0,
588328,0,3896788,1,
588333,0,3896844,0,
588359,0,4316164,1,
588271,0,3897744,0,
588283,0,3897792,1,
588285,0,3897912,0,
588375,0,3901968,1,
588336,0,3896856,1,
588346,0,3897104,1,
588282,0,3897788,0,
588289,0,3897928,0,
588344,0,3897056,1,
588385,0,3902036,1,
588395,0,4316164,1,
588288,0,3897924,0,
588293,0,3897944,1,
588422,0,3746296,1,
588444,0,4316164,1,
588417,0,3746240,1,
588496,0,4316164,1,
588416,0,3746212,1,
588484,0,3897876,0,
588604,0,3395752,0,
588609,0,3395804,1,
588626,0,3395884,1,
588565,0,3925036,1,
588456,0,3897744,0,
588468,0,3897792,1,
588470,0,3897912,0,
588538,0,3923128,0,
588542,0,3923236,0,
588467,0,3897788,0,
588474,0,3897928,0,
588473,0,3897924,0,
588478,0,3897944,1,
588608,0,3395800,0,
588640,0,3399620,0,
588679,0,3401124,1,
588550,0,3924180,1,
588670,0,3400280,0,
588591,0,3395696,0,
588620,0,3395860,0,
588642,0,3399628,0,
588637,0,3399316,1,
588614,0,3395836,0,
588635,0,3399268,1,
588711,0,3923212,1,
